Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,BAU,90,80,70,60,50,40,30,20,10,0
25,NH3_to_HTH,7,7,0,720,0,0,0,0,0,0,0,0,0,0,0
26,FF_to_HTH,7,7,0,720,7,7,7,7,7,7,7,7,7,7,7
27,EL_Demand,7,7,0,720,7,7,7,7,7,7,7,7,7,7,7
28,HTH_Demand,7,7,0,720,7,7,7,7,7,7,7,7,7,7,7
29,RE_PV_Rooftop_Lim,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
30,RE_PV_Openfield_Lim,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
31,RE_WIND_Onshore_Lim,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
32,RE_WIND_Offshore_Lim,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
33,PP_CO2,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
34,BESS,9,9,0,720,0,0,0,0,0,0,0,0,0,0,0
35,EL_to_HTH,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
36,EL_to_NH3,9,9,0,720,0,0,0,0,0,0,0,0,0,0,0
37,NH3_Storage,9,9,0,720,0,0,0,0,0,0,0,0,0,0,0
38,NH3_to_EL,9,9,0,720,0,0,0,0,0,0,0,0,0,0,0
39,NH3_to_HTH,9,9,0,720,0,0,0,0,0,0,0,0,0,0,0
40,FF_to_HTH,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
41,EL_Demand,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
42,HTH_Demand,9,9,0,720,9,9,9,9,9,9,9,9,9,9,9
43,RE_PV_Rooftop_Lim,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
44,RE_PV_Openfield_Lim,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
45,RE_WIND_Onshore_Lim,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
46,RE_WIND_Offshore_Lim,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
47,PP_CO2,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
48,BESS,4,4,0,720,0,0,0,0,0,0,0,0,0,0,0
49,EL_to_HTH,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
50,EL_to_NH3,4,4,0,720,0,0,0,0,0,0,0,0,0,0,0
51,NH3_Storage,4,4,0,720,0,0,0,0,0,0,0,0,0,0,0
52,NH3_to_EL,4,4,0,720,0,0,0,0,0,0,0,0,0,0,0
53,NH3_to_HTH,4,4,0,720,0,0,0,0,0,0,0,0,0,0,0
54,FF_to_HTH,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
55,EL_Demand,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
56,HTH_Demand,4,4,0,720,4,4,4,4,4,4,4,4,4,4,4
57,NH3_Transport,8,7,0,720,0,0,0,0,0,0,0,0,0,0,0
58,EL_Transport,8,7,0,720,0,0,0,0,0,0,0,0,0,0,0
59,NH3_Transport,8,9,0,720,0,0,0,0,0,0,0,0,0,0,0
60,EL_Transport,8,9,0,720,0,0,0,0,0,0,0,0,0,0,0
61,NH3_Transport,8,4,0,720,0,0,0,0,0,0,0,0,0,0,0
62,EL_Transport,8,4,0,720,0,0,0,0,0,0,0,0,0,0,0
63,NH3_Transport,7,9,0,720,0,0,0,0,0,0,0,0,0,0,0
64,EL_Transport,7,9,0,720,0,0,0,0,0,0,0,0,0,0,0
65,NH3_Transport,7,4,0,720,0,0,0,0,0,0,0,0,0,0,0
66,EL_Transport,7,4,0,720,0,0,0,0,0,0,0,0,0,0,0
67,NH3_Transport,9,4,0,720,0,0,0,0,0,0,0,0,0,0,0
68,EL_Transport,9,4,0,720,0,0,0,0,0,0,0,0,0,0,0
